Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
AC-P02-Tumor-SM-63B4K	4	113575317	187630981	3784	0.000000
AC-P02-Tumor-SM-63B4K	5	914578	14508533	770	0.000000
AC-P02-Tumor-SM-63B4K	5	14601235	14609128	11	-0.394997
AC-P02-Tumor-SM-63B4K	5	14610425	35910179	794	0.000000
AC-P02-Tumor-SM-63B4K	5	35910647	36036078	18	0.356298
AC-P02-Tumor-SM-63B4K	5	36038120	170149826	11171	0.000000
AC-P02-Tumor-SM-63B4K	5	170159910	171327106	127	0.342422
AC-P02-Tumor-SM-63B4K	5	171639233	176016441	304	0.000000
AC-P02-Tumor-SM-63B4K	5	176017149	176019783	13	-0.399101
AC-P02-Tumor-SM-63B4K	5	176022675	180795228	1035	0.000000
AC-P02-Tumor-SM-63B4K	6	1312938	157496141	14278	0.000000
AC-P02-Tumor-SM-63B4K	6	157502314	157529027	17	-0.403792
AC-P02-Tumor-SM-63B4K	6	157714033	170892837	1203	0.000000
AC-P02-Tumor-SM-63B4K	7	716864	23018069	1825	0.689143
AC-P02-Tumor-SM-63B4K	7	23030732	27935037	467	0.359230
AC-P02-Tumor-SM-63B4K	7	28031602	72858461	2716	0.000000
AC-P02-Tumor-SM-63B4K	7	72861711	74129238	425	0.333040
AC-P02-Tumor-SM-63B4K	7	74143236	74197977	52	0.000000
AC-P02-Tumor-SM-63B4K	7	74202434	74251502	31	0.339881
AC-P02-Tumor-SM-63B4K	7	74299941	74313953	18	-0.502687
AC-P02-Tumor-SM-63B4K	7	74321781	76054595	355	0.316623
AC-P02-Tumor-SM-63B4K	7	76797143	98257943	1930	0.000000
AC-P02-Tumor-SM-63B4K	7	98633136	99527245	271	0.405746
AC-P02-Tumor-SM-63B4K	7	99564911	105207760	1366	0.000000
AC-P02-Tumor-SM-63B4K	7	105401911	105913106	71	0.583798
AC-P02-Tumor-SM-63B4K	7	105915497	112724778	502	0.000000
AC-P02-Tumor-SM-63B4K	7	113520182	121019070	429	-0.318577
AC-P02-Tumor-SM-63B4K	7	121081320	133692590	1271	0.000000
AC-P02-Tumor-SM-63B4K	7	133859306	158380363	2717	0.357080
AC-P02-Tumor-SM-63B4K	8	618596	74891098	5704	0.000000
AC-P02-Tumor-SM-63B4K	8	74893858	87498874	529	0.314668
AC-P02-Tumor-SM-63B4K	8	87500870	87951982	79	0.632464
AC-P02-Tumor-SM-63B4K	8	88249340	96053856	605	0.314668
AC-P02-Tumor-SM-63B4K	8	96057877	141525348	3088	0.000000
AC-P02-Tumor-SM-63B4K	8	141542253	145235426	743	0.320532
AC-P02-Tumor-SM-63B4K	9	841837	8389409	449	-0.393433
AC-P02-Tumor-SM-63B4K	9	8404662	8521548	38	0.825173
AC-P02-Tumor-SM-63B4K	9	8524790	8636846	17	0.402033
AC-P02-Tumor-SM-63B4K	9	12694383	23765078	809	0.000000
AC-P02-Tumor-SM-63B4K	9	26842647	26917165	21	-0.428809
AC-P02-Tumor-SM-63B4K	9	26919529	33466425	433	0.000000
AC-P02-Tumor-SM-63B4K	9	33466709	33469121	18	0.338513
AC-P02-Tumor-SM-63B4K	9	33469341	38016130	1238	0.000000
AC-P02-Tumor-SM-63B4K	9	38397301	97200812	2202	-0.380027
AC-P02-Tumor-SM-63B4K	9	97203383	140938352	8213	0.000000
AC-P02-Tumor-SM-63B4K	10	415432	3212398	170	0.640477
AC-P02-Tumor-SM-63B4K	10	3822423	16796990	1126	0.311346
AC-P02-Tumor-SM-63B4K	10	16806511	17636384	180	0.000000
AC-P02-Tumor-SM-63B4K	10	17641412	21098829	145	0.313496
AC-P02-Tumor-SM-63B4K	10	21101871	37433986	1374	0.000000
AC-P02-Tumor-SM-63B4K	10	37438609	37482022	15	-0.331867
AC-P02-Tumor-SM-63B4K	10	37486239	70105670	1332	0.000000
AC-P02-Tumor-SM-63B4K	10	70123872	70143673	11	3.394899
AC-P02-Tumor-SM-63B4K	10	70153895	73591679	825	0.000000
AC-P02-Tumor-SM-63B4K	10	73765742	103735059	4118	-0.380534
AC-P02-Tumor-SM-63B4K	10	103750370	103769208	13	0.538845
AC-P02-Tumor-SM-63B4K	10	103769782	116606994	1753	-0.302551
AC-P02-Tumor-SM-63B4K	10	116615101	126727625	1208	0.000000
AC-P02-Tumor-SM-63B4K	10	127409983	129179632	276	0.767126
AC-P02-Tumor-SM-63B4K	10	129183173	134041634	269	0.000000
AC-P02-Tumor-SM-63B4K	10	134121339	135216279	317	0.866413
AC-P02-Tumor-SM-63B4K	11	193913	82936099	12434	0.000000
AC-P02-Tumor-SM-63B4K	11	82938916	90602370	458	0.352389
AC-P02-Tumor-SM-63B4K	11	92088570	134134856	5023	0.000000
AC-P02-Tumor-SM-63B4K	12	922806	26985716	3556	0.000000
AC-P02-Tumor-SM-63B4K	12	27059372	27113563	37	0.392847
AC-P02-Tumor-SM-63B4K	12	27116390	93100916	8234	0.000000
AC-P02-Tumor-SM-63B4K	12	93131299	119978522	4154	-0.403205
AC-P02-Tumor-SM-63B4K	12	120110271	133779461	2316	0.000000
AC-P02-Tumor-SM-63B4K	13	19748301	67205545	3305	0.000000
AC-P02-Tumor-SM-63B4K	13	67477739	80125257	564	-0.425877
AC-P02-Tumor-SM-63B4K	13	80911842	114897966	1830	0.000000
AC-P02-Tumor-SM-63B4K	14	20502919	45636368	2819	0.000000
AC-P02-Tumor-SM-63B4K	14	45639951	45658567	16	-0.444444
AC-P02-Tumor-SM-63B4K	14	45665752	50472519	241	0.000000
AC-P02-Tumor-SM-63B4K	14	50550727	50583272	19	0.489788
AC-P02-Tumor-SM-63B4K	14	50585573	53570576	637	0.000000
AC-P02-Tumor-SM-63B4K	14	53619818	59835579	668	-0.369729
AC-P02-Tumor-SM-63B4K	14	59931946	59970790	27	0.642236
AC-P02-Tumor-SM-63B4K	14	60063507	60194388	14	1.166813
AC-P02-Tumor-SM-63B4K	14	60213201	68109082	982	-0.394215
AC-P02-Tumor-SM-63B4K	14	68112521	68123308	15	0.000000
AC-P02-Tumor-SM-63B4K	14	68126641	105996133	5117	-0.398319
AC-P02-Tumor-SM-63B4K	15	23810928	41829325	1932	-0.415518
AC-P02-Tumor-SM-63B4K	15	41853510	76763676	6844	0.000000
AC-P02-Tumor-SM-63B4K	15	76994206	77134272	31	0.820179
AC-P02-Tumor-SM-63B4K	15	77228065	90972900	1760	0.000000
AC-P02-Tumor-SM-63B4K	15	90977029	90996526	17	0.838659
AC-P02-Tumor-SM-63B4K	15	90997786	102500799	801	0.000000
AC-P02-Tumor-SM-63B4K	16	667206	31478210	5289	0.000000
AC-P02-Tumor-SM-63B4K	16	31484879	31502255	49	0.517932
AC-P02-Tumor-SM-63B4K	16	31503409	73127486	4522	0.000000
AC-P02-Tumor-SM-63B4K	16	74485952	89383429	1011	0.419623
AC-P02-Tumor-SM-63B4K	17	982568	21188283	5597	0.000000
AC-P02-Tumor-SM-63B4K	17	25621463	28819773	1257	0.418450
AC-P02-Tumor-SM-63B4K	17	28837929	29632629	165	-0.445813
AC-P02-Tumor-SM-63B4K	17	29646043	30986358	329	0.367439
AC-P02-Tumor-SM-63B4K	17	31039215	31439087	71	0.789016
AC-P02-Tumor-SM-63B4K	17	31619135	33434143	113	0.367439
AC-P02-Tumor-SM-63B4K	17	33434468	81052322	11619	0.000000
AC-P02-Tumor-SM-63B4K	18	331666	19997774	1095	0.000000
AC-P02-Tumor-SM-63B4K	18	20516925	20602235	33	0.920160
AC-P02-Tumor-SM-63B4K	18	20735918	28935311	684	0.000000
AC-P02-Tumor-SM-63B4K	18	29054369	40854361	631	-0.391283
AC-P02-Tumor-SM-63B4K	18	42281799	51025882	753	0.000000
AC-P02-Tumor-SM-63B4K	18	51053131	60612504	558	-0.430177
AC-P02-Tumor-SM-63B4K	18	60625992	67993514	356	0.000000
AC-P02-Tumor-SM-63B4K	18	71442075	77108198	243	-0.392065
AC-P02-Tumor-SM-63B4K	19	72110	10226498	4483	0.000000
AC-P02-Tumor-SM-63B4K	19	10227667	10249283	27	0.808561
AC-P02-Tumor-SM-63B4K	19	10250495	10284583	53	1.922408
AC-P02-Tumor-SM-63B4K	19	10286296	15291069	2377	0.000000
AC-P02-Tumor-SM-63B4K	19	15295263	15383912	81	-0.369784
AC-P02-Tumor-SM-63B4K	19	15466183	16301768	272	0.000000
AC-P02-Tumor-SM-63B4K	19	16314428	16601383	76	0.375452
AC-P02-Tumor-SM-63B4K	19	16606665	40478464	4911	0.000000
AC-P02-Tumor-SM-63B4K	19	40480349	40512091	16	0.463403
AC-P02-Tumor-SM-63B4K	19	40513309	58869003	5888	0.000000
AC-P02-Tumor-SM-63B4K	20	464603	30659587	2682	0.000000
AC-P02-Tumor-SM-63B4K	20	30662526	30689324	17	-0.336558
AC-P02-Tumor-SM-63B4K	20	30720931	30797997	41	0.362943
AC-P02-Tumor-SM-63B4K	20	30803256	62203740	5430	0.000000
AC-P02-Tumor-SM-63B4K	21	15481403	47681327	2942	0.000000
AC-P02-Tumor-SM-63B4K	22	17443621	29195143	903	0.000000
AC-P02-Tumor-SM-63B4K	22	29383191	30572156	393	0.406332
AC-P02-Tumor-SM-63B4K	22	30640052	31345830	312	0.000000
AC-P02-Tumor-SM-63B4K	22	31484594	34157465	580	0.370370
AC-P02-Tumor-SM-63B4K	22	35478664	38028524	504	0.000000
AC-P02-Tumor-SM-63B4K	22	38038624	39928530	674	0.389133
AC-P02-Tumor-SM-63B4K	22	39994156	47433096	1589	0.000000
AC-P02-Tumor-SM-63B4K	22	47569139	51237572	16	0.393984
AC-P04-Tumor-SM-63B4O	1	30503	32154688	5838	0.000000
AC-P04-Tumor-SM-63B4O	1	32155454	32158245	13	0.560288
AC-P04-Tumor-SM-63B4O	1	32162691	46348069	3598	0.000000
AC-P04-Tumor-SM-63B4O	1	46597383	46658264	35	0.402422
AC-P04-Tumor-SM-63B4O	1	46658632	67685415	2701	0.000000
AC-P04-Tumor-SM-63B4O	1	67702487	67855813	33	0.427315
AC-P04-Tumor-SM-63B4O	1	67861774	79002374	755	0.000000
AC-P04-Tumor-SM-63B4O	1	79094080	79126341	26	0.975805
AC-P04-Tumor-SM-63B4O	1	79128565	86842103	495	0.000000
AC-P04-Tumor-SM-63B4O	1	86848043	86898213	18	0.549090
AC-P04-Tumor-SM-63B4O	1	86900430	86965730	42	0.000000
AC-P04-Tumor-SM-63B4O	1	87012963	87181550	22	0.731102
AC-P04-Tumor-SM-63B4O	1	87185320	103352614	1489	0.000000
AC-P04-Tumor-SM-63B4O	1	103354188	103427823	40	0.412717
AC-P04-Tumor-SM-63B4O	1	103428318	151505050	3049	0.000000
AC-P04-Tumor-SM-63B4O	1	151508161	151552210	28	0.551490
AC-P04-Tumor-SM-63B4O	1	151611597	152800283	180	0.000000
AC-P04-Tumor-SM-63B4O	1	152857251	153005093	11	1.025195
AC-P04-Tumor-SM-63B4O	1	153012824	153410807	45	0.318009
AC-P04-Tumor-SM-63B4O	1	153430448	158913770	2556	0.000000
AC-P04-Tumor-SM-63B4O	1	158914834	159043291	28	0.357129
AC-P04-Tumor-SM-63B4O	1	159161868	161039416	488	0.000000
AC-P04-Tumor-SM-63B4O	1	161042677	161047535	12	1.177365
AC-P04-Tumor-SM-63B4O	1	161049741	168204422	749	0.000000
AC-P04-Tumor-SM-63B4O	1	168205864	169102057	55	0.377724
AC-P04-Tumor-SM-63B4O	1	169138794	171073116	331	0.000000
AC-P04-Tumor-SM-63B4O	1	171076980	171086584	11	0.871626
AC-P04-Tumor-SM-63B4O	1	171154986	185278627	1935	0.000000
AC-P04-Tumor-SM-63B4O	1	185704181	186159012	200	0.486703
AC-P04-Tumor-SM-63B4O	1	186266085	237993930	6503	0.000000
AC-P04-Tumor-SM-63B4O	1	238045851	238049188	11	1.348930
AC-P04-Tumor-SM-63B4O	1	238050170	241731949	118	0.000000
AC-P04-Tumor-SM-63B4O	1	241749876	241767883	18	0.727854
AC-P04-Tumor-SM-63B4O	1	241799070	245019462	194	0.000000
AC-P04-Tumor-SM-63B4O	1	245019929	246027190	53	0.313537
AC-P04-Tumor-SM-63B4O	1	246078944	247769819	120	0.000000
AC-P04-Tumor-SM-63B4O	2	669578	31598422	3144	0.000000
AC-P04-Tumor-SM-63B4O	2	31600105	31637534	21	1.356529
AC-P04-Tumor-SM-63B4O	2	31754527	55906932	2153	0.000000
AC-P04-Tumor-SM-63B4O	2	56094371	56149577	18	0.485703
AC-P04-Tumor-SM-63B4O	2	56216194	61172245	128	0.000000
AC-P04-Tumor-SM-63B4O	2	61175322	61233780	24	0.878024
AC-P04-Tumor-SM-63B4O	2	61236152	65572032	596	0.000000
AC-P04-Tumor-SM-63B4O	2	66665095	66775151	15	0.709058
AC-P04-Tumor-SM-63B4O	2	66795888	95847856	2199	0.000000
AC-P04-Tumor-SM-63B4O	2	95940579	95976270	39	0.545291
AC-P04-Tumor-SM-63B4O	2	96040170	109522826	1669	0.000000
AC-P04-Tumor-SM-63B4O	2	109524477	109545837	13	0.749250
AC-P04-Tumor-SM-63B4O	2	109546700	113764316	476	0.000000
AC-P04-Tumor-SM-63B4O	2	113765623	114004498	31	0.549090
AC-P04-Tumor-SM-63B4O	2	114239752	160994712	3012	0.000000
AC-P04-Tumor-SM-63B4O	2	161025820	161132227	15	0.550890
AC-P04-Tumor-SM-63B4O	2	161133896	165584709	330	0.000000
AC-P04-Tumor-SM-63B4O	2	165586627	165793941	13	0.424715
AC-P04-Tumor-SM-63B4O	2	165796068	177195390	1659	0.000000
AC-P04-Tumor-SM-63B4O	2	177202394	178285088	32	0.367926
AC-P04-Tumor-SM-63B4O	2	178301614	182374536	964	0.000000
AC-P04-Tumor-SM-63B4O	2	182376504	182438613	33	0.525095
AC-P04-Tumor-SM-63B4O	2	182468488	189856956	398	0.000000
AC-P04-Tumor-SM-63B4O	2	189857668	189876502	73	0.474905
AC-P04-Tumor-SM-63B4O	2	189898944	189918940	35	0.000000
AC-P04-Tumor-SM-63B4O	2	189921754	189943835	39	0.430914
AC-P04-Tumor-SM-63B4O	2	189944759	206592772	1850	0.000000
AC-P04-Tumor-SM-63B4O	2	206605389	206657011	24	0.793441
AC-P04-Tumor-SM-63B4O	2	206659784	220313995	2009	0.000000
AC-P04-Tumor-SM-63B4O	2	220316003	220336711	20	1.060788
AC-P04-Tumor-SM-63B4O	2	220337055	234368539	1762	0.000000
AC-P04-Tumor-SM-63B4O	2	234368993	234978659	155	0.311538
AC-P04-Tumor-SM-63B4O	2	235404480	242447452	1008	0.000000
AC-P04-Tumor-SM-63B4O	3	2861267	101525972	10806	0.000000
AC-P04-Tumor-SM-63B4O	3	101535847	101576305	22	0.577485
AC-P04-Tumor-SM-63B4O	3	102154000	111769632	477	0.000000
AC-P04-Tumor-SM-63B4O	3	111775980	111812336	18	0.559688
AC-P04-Tumor-SM-63B4O	3	111842621	112292805	111	0.000000
AC-P04-Tumor-SM-63B4O	3	112300175	112548233	26	0.312737
AC-P04-Tumor-SM-63B4O	3	112564573	118649124	393	0.000000
AC-P04-Tumor-SM-63B4O	3	118866436	118922816	15	0.987403
AC-P04-Tumor-SM-63B4O	3	118931530	121158965	351	0.000000
AC-P04-Tumor-SM-63B4O	3	121168275	121238932	29	0.384923
AC-P04-Tumor-SM-63B4O	3	121240998	121563396	73	0.000000
AC-P04-Tumor-SM-63B4O	3	121573672	121810499	53	0.630474
AC-P04-Tumor-SM-63B4O	3	121822696	122354043	111	0.000000
AC-P04-Tumor-SM-63B4O	3	122354949	122447444	35	0.412717
AC-P04-Tumor-SM-63B4O	3	122459724	126452067	752	0.000000
AC-P04-Tumor-SM-63B4O	3	126571575	126737373	42	0.499300
AC-P04-Tumor-SM-63B4O	3	126739189	131624289	820	0.000000
AC-P04-Tumor-SM-63B4O	3	132036422	132068848	15	1.025195
AC-P04-Tumor-SM-63B4O	3	132071669	133910827	405	0.000000
AC-P04-Tumor-SM-63B4O	3	133914026	134197559	33	0.537892
AC-P04-Tumor-SM-63B4O	3	134201748	136342092	177	0.000000
AC-P04-Tumor-SM-63B4O	3	136574543	136729067	18	0.578684
AC-P04-Tumor-SM-63B4O	3	137484351	143567166	730	0.000000
AC-P04-Tumor-SM-63B4O	3	143691833	145842018	42	0.306939
AC-P04-Tumor-SM-63B4O	3	145912244	148920030	219	0.000000
AC-P04-Tumor-SM-63B4O	3	148924128	149192838	30	0.721256
AC-P04-Tumor-SM-63B4O	3	149205542	156763541	564	0.000000
AC-P04-Tumor-SM-63B4O	3	156866380	156876766	17	0.443111
AC-P04-Tumor-SM-63B4O	3	157004465	160083942	225	0.000000
AC-P04-Tumor-SM-63B4O	3	160095330	164059238	136	0.330185
AC-P04-Tumor-SM-63B4O	3	164905683	168269737	140	0.000000
AC-P04-Tumor-SM-63B4O	3	168802833	169482945	39	0.935813
AC-P04-Tumor-SM-63B4O	3	169486140	172166205	336	0.000000
AC-P04-Tumor-SM-63B4O	3	172224711	172365906	17	0.440912
AC-P04-Tumor-SM-63B4O	3	172428872	188956700	1479	0.000000
AC-P04-Tumor-SM-63B4O	3	189028330	189612293	27	0.713657
AC-P04-Tumor-SM-63B4O	3	189675795	189713233	23	0.000000
AC-P04-Tumor-SM-63B4O	3	190026230	191078950	49	0.445378
AC-P04-Tumor-SM-63B4O	3	191087827	193375023	186	0.000000
AC-P04-Tumor-SM-63B4O	3	193376786	194150505	31	0.321936
AC-P04-Tumor-SM-63B4O	3	194150912	197508782	315	0.000000
AC-P04-Tumor-SM-63B4O	4	1066802	2065856	241	0.000000
AC-P04-Tumor-SM-63B4O	4	2074028	2175748	33	-0.389322
AC-P04-Tumor-SM-63B4O	4	2178063	2965048	233	0.000000
AC-P04-Tumor-SM-63B4O	4	2986337	3021560	19	0.889422
AC-P04-Tumor-SM-63B4O	4	3024180	5747070	378	0.000000
AC-P04-Tumor-SM-63B4O	4	5750035	5803823	17	0.630474
AC-P04-Tumor-SM-63B4O	4	5806570	39290466	1836	0.000000
AC-P04-Tumor-SM-63B4O	4	39291661	39322291	26	0.387722
AC-P04-Tumor-SM-63B4O	4	39322996	42581997	396	0.000000
AC-P04-Tumor-SM-63B4O	4	42583751	42639186	20	-0.368326
AC-P04-Tumor-SM-63B4O	4	42895669	68459076	1157	0.000000
AC-P04-Tumor-SM-63B4O	4	68699101	68797780	23	1.306816
AC-P04-Tumor-SM-63B4O	4	68810357	69204104	59	0.671367
AC-P04-Tumor-SM-63B4O	4	70346630	74459312	548	0.000000
AC-P04-Tumor-SM-63B4O	4	74477548	74719841	20	1.073385
AC-P04-Tumor-SM-63B4O	4	74735287	84403399	1165	0.000000
AC-P04-Tumor-SM-63B4O	4	84457918	85416999	25	-0.431114
AC-P04-Tumor-SM-63B4O	4	85525525	87725010	265	0.000000
AC-P04-Tumor-SM-63B4O	4	87729050	87812675	22	0.922016
AC-P04-Tumor-SM-63B4O	4	87967440	95223397	521	0.000000
AC-P04-Tumor-SM-63B4O	4	95229896	96070076	46	0.498300
AC-P04-Tumor-SM-63B4O	4	96075826	99341297	78	0.000000
AC-P04-Tumor-SM-63B4O	4	99342547	99579379	19	0.498700
AC-P04-Tumor-SM-63B4O	4	99802295	100264212	110	0.000000
AC-P04-Tumor-SM-63B4O	4	100334331	100349789	14	1.106379
AC-P04-Tumor-SM-63B4O	4	100434367	166418764	4094	0.000000
AC-P04-Tumor-SM-63B4O	4	166795227	167012495	33	0.505699
AC-P04-Tumor-SM-63B4O	4	167020681	187527367	837	0.000000
AC-P04-Tumor-SM-63B4O	4	187530474	187630981	29	0.442511
AC-P04-Tumor-SM-63B4O	5	914578	38523686	2067	0.000000
AC-P04-Tumor-SM-63B4O	5	38530751	38945828	44	0.334533
AC-P04-Tumor-SM-63B4O	5	38946656	40936587	198	0.000000
AC-P04-Tumor-SM-63B4O	5	40947947	41475804	126	-0.367726
AC-P04-Tumor-SM-63B4O	5	41739595	73045809	2003	0.000000
AC-P04-Tumor-SM-63B4O	5	73049027	73181929	38	0.645871
AC-P04-Tumor-SM-63B4O	5	73200085	125801239	2987	0.000000
AC-P04-Tumor-SM-63B4O	5	125805482	125819268	13	0.709058
AC-P04-Tumor-SM-63B4O	5	125820218	137767250	1747	0.000000
AC-P04-Tumor-SM-63B4O	5	137776779	137781442	13	0.794841
AC-P04-Tumor-SM-63B4O	5	137846891	146775286	1306	0.000000
AC-P04-Tumor-SM-63B4O	5	146777410	146804528	21	0.476105
AC-P04-Tumor-SM-63B4O	5	147008312	149773117	584	0.000000
AC-P04-Tumor-SM-63B4O	5	149776407	149792314	22	0.698460
AC-P04-Tumor-SM-63B4O	5	149823918	150901649	282	0.000000
AC-P04-Tumor-SM-63B4O	5	150905528	150948494	33	0.518496
AC-P04-Tumor-SM-63B4O	5	151043162	167812421	975	0.000000
AC-P04-Tumor-SM-63B4O	5	167824807	167882527	31	0.596681
AC-P04-Tumor-SM-63B4O	5	167887749	169015581	90	0.000000
AC-P04-Tumor-SM-63B4O	5	169018230	169127145	43	0.346318
AC-P04-Tumor-SM-63B4O	5	169129433	170162812	143	0.000000
AC-P04-Tumor-SM-63B4O	5	170215674	170323121	24	1.160568
AC-P04-Tumor-SM-63B4O	5	170336771	176491602	493	0.000000
AC-P04-Tumor-SM-63B4O	5	176517656	176524679	28	-0.311538
AC-P04-Tumor-SM-63B4O	5	176563033	176778650	90	0.000000
AC-P04-Tumor-SM-63B4O	5	176792987	176820766	33	0.430114
AC-P04-Tumor-SM-63B4O	5	176821198	180795228	809	0.000000
AC-P04-Tumor-SM-63B4O	6	1312938	2675361	27	0.000000
AC-P04-Tumor-SM-63B4O	6	2678608	2689192	12	0.862827
AC-P04-Tumor-SM-63B4O	6	2749530	7556055	383	0.000000
AC-P04-Tumor-SM-63B4O	6	7558499	7578121	34	0.478504
AC-P04-Tumor-SM-63B4O	6	7578797	25983917	1083	0.000000
AC-P04-Tumor-SM-63B4O	6	26017962	26273586	61	0.366527
AC-P04-Tumor-SM-63B4O	6	26285729	27421041	75	0.000000
AC-P04-Tumor-SM-63B4O	6	27424702	27880099	27	0.380924
AC-P04-Tumor-SM-63B4O	6	27925962	29641537	222	0.000000
AC-P04-Tumor-SM-63B4O	6	29643266	30080584	46	0.516397
AC-P04-Tumor-SM-63B4O	6	30105160	33635743	1089	0.000000
AC-P04-Tumor-SM-63B4O	6	33636413	33648459	33	0.424515
AC-P04-Tumor-SM-63B4O	6	33650423	37452640	949	0.000000
AC-P04-Tumor-SM-63B4O	6	37605235	38224294	41	0.302337
AC-P04-Tumor-SM-63B4O	6	38256239	43152645	1103	0.000000
AC-P04-Tumor-SM-63B4O	6	43153350	43156455	11	0.801640
AC-P04-Tumor-SM-63B4O	6	43160948	56505405	1850	0.000000
AC-P04-Tumor-SM-63B4O	6	56506901	56515830	13	0.636473
AC-P04-Tumor-SM-63B4O	6	56716402	75807024	778	0.000000
AC-P04-Tumor-SM-63B4O	6	75811770	75950103	111	0.367127
AC-P04-Tumor-SM-63B4O	6	75950983	106960916	1986	0.000000
AC-P04-Tumor-SM-63B4O	6	106969330	107016443	36	0.514697
AC-P04-Tumor-SM-63B4O	6	107019980	133849945	2333	0.000000
AC-P04-Tumor-SM-63B4O	6	134210987	134495947	44	0.467906
AC-P04-Tumor-SM-63B4O	6	134498960	136958546	247	0.000000
AC-P04-Tumor-SM-63B4O	6	136963709	137019822	15	0.491902
AC-P04-Tumor-SM-63B4O	6	137041729	137330631	20	0.000000
AC-P04-Tumor-SM-63B4O	6	137332591	137519778	15	0.563887
AC-P04-Tumor-SM-63B4O	6	137524824	159403722	1939	0.000000
AC-P04-Tumor-SM-63B4O	6	159404841	160174648	87	0.376525
AC-P04-Tumor-SM-63B4O	6	160176645	161174095	320	0.000000
AC-P04-Tumor-SM-63B4O	6	161455483	161529893	43	0.521696
AC-P04-Tumor-SM-63B4O	6	161530948	169620434	287	0.000000
