sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
AC-P12-TP-NB-SM-63B58-SM-63B4I	5	132010174	180794756	2574	48784582	0.00364	0.0176	1.00338	2	2	0	0	2	2.01593362723156	0	1.00338	1.00338	1.00338	1	1	1	1	0	0	0.01	0	0.06774	0.01	0	0.06774	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	6	345890	350844	4	4954	0.12979	0	1.41393	4	4.37732	0	0	4.37732	4.42621247474718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P12-TP-NB-SM-63B58-SM-63B4I	6	397179	35748936	2261	35351757	0.00386	0.01275	0.99743	2	2	0	0	2	1.98100204973133	0	0.99743	0.99743	0.99743	1	1	1	1	0	0	0.01	0	0.06944	0.01	0	0.06944	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	6	35762988	35765023	3	2035	0.13618	0	1.28436	4	3.72671	0	0	3.72671	3.66552600471284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P12-TP-NB-SM-63B58-SM-63B4I	6	35782440	170892713	5014	135110273	0.00259	0.04874	0.99822	2	2	0	0	2	1.98564002388682	0	0.99822	0.99822	0.99822	1	1	1	1	0	0	0.01	0	0.06629	0.01	0	0.06629	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	7	540563	48684281	1786	48143718	0.00509	0.01737	1.1698	3	3	0	0	3	2.99296104363285	0	1.1698	1.02155	1.31806	1	2	1	2	0	0	0.06	0	0.15386	0.93	0.83003	1	0	0	0	0	0	1	2
AC-P12-TP-NB-SM-63B58-SM-63B4I	7	49951705	75441197	529	25489492	0.00813	0.00919	1.01677	2	2	0	0	2	2.09454435374047	0	1.01677	1.01677	1.01677	1	1	1	1	0	0	0.05	0	0.11633	0.05	0	0.11633	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	7	75442682	75615313	12	172631	0.05045	6e-05	0.95024	2	1.95651	0	0	1.95651	1.70395647960769	0	0.95024	0.547	1.35348	0	2	0.00246	1.99185	0	0	1	0.38094	1	0.04	0.0024	0.79997	1	0	0	0	0	0.00246	1.99185
AC-P12-TP-NB-SM-63B58-SM-63B4I	7	75615517	115897441	1911	40281924	0.00418	0.01453	0.994	2	2	0	0	2	1.96086502270179	0	0.994	0.994	0.994	1	1	1	1	0	0	0.02	0	0.07855	0.02	0	0.07855	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	7	116146118	141765572	1160	25619454	0.00456	0.00924	0.84308	1	1	0	0	1	1.07483583340193	0	0.84308	0.69001	0.99615	0	1	0	1	0	0	0.91	0.81394	0.98544	0.01	0	0.10882	1	0	0	0	0	0	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	7	141767182	141776027	3	8845	0.15051	0	1.42005	4	4.39421	0	0	4.39421	4.46214209731885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P12-TP-NB-SM-63B58-SM-63B4I	7	141794604	158935187	828	17140583	0.00536	0.00618	0.83774	1	1	0	0	1	1.04348547645214	0	0.83774	0.68474	0.99074	0	1	0	1	0	0	0.93	0.82948	1	0.03	0	0.12139	1	0	0	0	0	0	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	8	190901	105544162	3196	105353261	0.00328	0.038	1.00962	2	2	0	0	2	2.05256775220659	0	1.00962	1.00962	1.00962	1	1	1	1	0	0	0.03	0	0.08299	0.03	0	0.08299	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	8	106801048	146279473	1359	39478425	0.00589	0.01424	1.18098	3	3	0	0	3	3.05859718421311	0	1.18098	1.01769	1.34427	1	2	1	2	0	0	0.05	0	0.15553	0.01	0	0.12151	0	0	0	0	0	1	2
AC-P12-TP-NB-SM-63B58-SM-63B4I	9	286572	117072901	3497	116786329	0.00311	0.04213	1.00005	2	2	0	0	2	1.99638368553815	0	1.00005	1.00005	1.00005	1	1	1	1	0	0	0	0	0.06443	0	0	0.06443	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	9	117086013	117092241	5	6228	0.16877	0	2.05816	7	6.71092	0	1	8.2083923357507	8.2083923357507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P12-TP-NB-SM-63B58-SM-63B4I	9	117093106	141016185	2146	23923079	0.00396	0.00863	0.99884	2	2	0	0	2	1.98927995297088	0	0.99884	0.99884	0.99884	1	1	1	1	0	0	0.01	0	0.06811	0.01	0	0.06811	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	10	94609	43312083	1464	43217474	0.00479	0.01559	0.9963	2	2	0	0	2	1.97436798543297	0	0.9963	0.9963	0.9963	1	1	1	1	0	0	0.01	0	0.07524	0.01	0	0.07524	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	10	43315777	43596038	8	280261	0.05477	1e-04	0.8416	1	1.03856	0	0	1.03856	1.06614697042708	0	0.8416	0.8416	0.8416	1	1	0.60846	0.60846	0	0	0.47	0.02555	0.9581	0.47	0.02555	0.9581	0	0	0	0	0	0.60846	0.60846
AC-P12-TP-NB-SM-63B58-SM-63B4I	10	43601921	135490828	4318	91888907	0.00279	0.03315	0.99679	2	2	0	0	2	1.97724470358005	0	0.99679	0.99679	0.99679	1	1	1	1	0	0	0.01	0	0.06957	0.01	0	0.06957	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	11	194433	68773237	4719	68578804	0.00268	0.02474	1.00035	2	2	0	0	2	1.99814494154657	0	1.00035	1.00033	1.00036	1	1	1	1	0	0	0	0	0.06121	0	0	0.06113	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	11	68825103	77820557	597	8995454	0.00886	0.00324	1.17824	3	3	0	0	3	3.04251104600292	0	1.17824	1.03957	1.31692	1	2	1	2	0	0	0.11	0	0.35044	0.93	0.67563	1	0	0	0	0	0	1	2
AC-P12-TP-NB-SM-63B58-SM-63B4I	11	77825374	134257497	2381	56432123	0.0031	0.02036	0.82102	1	1	0	0	1	0.945324808249827	0	0.82102	0.65068	0.99136	0	1	0	1	0	0	1	0.92423	1	0.03	0	0.10478	1	0	0	0	0	0	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	12	266776	133779095	8104	133512319	0.00205	0.04816	1.00355	2	2	0	0	2	2.01693167230299	0	1.00355	1.00355	1.00355	1	1	1	1	0	0	0.01	0	0.06691	0.01	0	0.06691	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	13	19751406	96743469	1851	76992063	0.0043	0.02777	1.00619	2	2	0	0	2	2.03243072517704	0	1.00619	1.00619	1.00619	1	1	1	1	0	0	0.02	0	0.08384	0.02	0	0.08384	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	13	97639506	115090536	693	17451030	0.00583	0.0063	0.8334	1	1	0	0	1	1.01800597286374	0	0.8334	0.65219	1.01462	0	1	0	1	0	0	1	0.85633	1	0.04	0	0.18016	1	0	0	0	0	0	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	14	19558773	20502459	15	943686	0.03945	0.00034	0.82997	1	1.00035	0	0	1.00035	0.997868945834201	0	0.82997	0.82997	0.82997	1	1	0.50706	0.50706	1	1	0.5	0.35957	0.63278	0.5	0.35957	0.63278	0	0	0	0	0	0.50706	0.50706
AC-P12-TP-NB-SM-63B58-SM-63B4I	14	20586081	94083558	3670	73497477	0.00304	0.02651	1.00039	2	2	0	0	2	1.99837977568102	0	1.00039	1.00039	1.00039	1	1	1	1	0	0	0	0	0.06179	0	0	0.06179	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	14	94087312	94517672	35	430360	0.03365	0.00016	1.08327	3	2.52616	0	0	2.52616	2.48495610227241	0	1.08327	1.08327	1.08327	1	1	1.00004	1.00004	0	0	0.24	0.017	0.55812	0.24	0.017	0.55812	0	0	0	0	0	1.00004	1.00004
AC-P12-TP-NB-SM-63B58-SM-63B4I	14	94521435	107283203	837	12761768	0.00639	0.0046	1.00465	2	2	0	0	2	2.02338961100051	0	1.00465	1.00459	1.0047	1	1	1	1	0	0	0.01	0	0.07585	0.01	0	0.07609	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	15	20170331	102500730	4813	82330399	0.00263	0.0297	0.99393	2	2	0	0	2	1.96045406296649	0	0.99393	0.99393	0.99393	1	1	1	1	0	0	0.02	0	0.07734	0.02	0	0.07734	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	16	105503	55853498	3301	55747995	0.00319	0.02011	0.99665	2	2	0	0	2	1.97642278410945	0	0.99665	0.99665	0.99665	1	1	1	1	0	0	0.01	0	0.07107	0.01	0	0.07107	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	16	55855356	55862782	4	7426	0.07009	0	0.76108	1	1.00109	0	0	1.00109	0.593425857768554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P12-TP-NB-SM-63B58-SM-63B4I	16	55880478	81157322	1771	25276844	0.00435	0.00912	0.9962	2	2	0	0	2	1.97378090009683	0	0.9962	0.9962	0.9962	1	1	1	1	0	0	0.01	0	0.07981	0.01	0	0.07981	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	16	81161518	81198311	9	36793	0.06564	1e-05	1.07132	2	2.4745	0	0	2.4745	2.41479940460389	0	1.07132	0.78961	1.35303	0	2	0.01228	2	0	0	0.62	0.29937	0.9098	0.03	0	0.37825	1	0	0	0	0	0.01228	2
AC-P12-TP-NB-SM-63B58-SM-63B4I	16	81204377	90141820	549	8937443	0.00781	0.00322	0.99457	2	2	0	0	2	1.96421140911778	0	0.99457	0.99457	0.99457	1	1	1	1	0	0	0.02	0	0.09604	0.02	0	0.09604	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	17	96988	33680716	3542	33583728	0.00307	0.01211	0.99346	2	2	0	0	2	1.95769476188664	0	0.99346	0.99346	0.99346	1	1	1	1	0	0	0.02	0	0.07849	0.02	0	0.07849	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	17	33690291	33767999	5	77708	0.04296	3e-05	0.51985	0	0	1	0	0	-0.822800098597771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P12-TP-NB-SM-63B58-SM-63B4I	17	33770873	34590418	109	819545	0.01759	3e-04	0.99891	2	2	0	0	2	1.98969091270618	0	0.99891	0.99891	0.99891	1	1	1	1	0	0	0.01	0	0.22186	0.01	0	0.22186	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	17	34624827	81052160	4781	46427333	0.00265	0.01675	0.99516	2	2	0	0	2	1.96767521260099	0	0.99516	0.99516	0.99516	1	1	1	1	0	0	0.02	0	0.0734	0.02	0	0.0734	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	18	166802	77960703	2075	77793901	0.00402	0.02806	0.99603	2	2	0	0	2	1.9727828550254	0	0.99603	0.99603	0.99603	1	1	1	1	0	0	0.01	0	0.0728	0.01	0	0.0728	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	19	111137	22018838	3258	21907701	0.00319	0.0079	0.98918	2	2	0	0	2	1.93256750949992	0	0.98918	0.98918	0.98918	1	1	1	1	0	0	0.03	0	0.089	0.03	0	0.089	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	19	22155558	22170065	3	14507	0.13366	1e-05	1.26049	4	3.6055	0	0	3.6055	3.52538873497664	0	1.26049	1.26049	1.26049	2	2	1.92471	1.92471	0	0	0.76	0.15707	0.98004	0.76	0.15707	0.98004	0	0	0	0	0	1.92471	1.92471
AC-P12-TP-NB-SM-63B58-SM-63B4I	19	22255673	53391682	3110	31136009	0.0033	0.01123	1.00232	2	2	0	0	2	2.00971052266849	0	1.00232	1.00232	1.00232	1	1	1	1	0	0	0	0	0.06516	0	0	0.06516	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	19	53418511	53432402	3	13891	0.08052	1e-05	0.75715	1	1.02351	0	0	1.02351	0.57035340405832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P12-TP-NB-SM-63B58-SM-63B4I	19	53456066	54784334	187	1328268	0.01322	0.00048	0.98298	2	2	0	0	2	1.89616821865935	0	0.98298	0.98054	0.98543	1	1	1	1	0	0	0.06	0	0.16166	0.04	0	0.14886	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	19	54802630	54804156	5	1526	0.00045	0	0	0	0	1	0	0	-3.87476321851252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P12-TP-NB-SM-63B58-SM-63B4I	19	54822834	59082558	582	4259724	0.00748	0.00154	0.98173	2	2	0	0	2	1.88882965195762	0	0.98173	0.98173	0.98173	1	1	1	1	0	0	0.06	0	0.11593	0.06	0	0.11593	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	20	76851	62904763	3491	62827912	0.00312	0.02266	1.00134	2	2	0	0	2	2.00395708637434	0	1.00134	1.00134	1.00134	1	1	1	1	0	0	0	0	0.06334	0	0	0.06334	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	21	10862908	48084222	1382	37221314	0.00423	0.01343	0.85421	1	1	0	0	1	1.14017843131412	0	0.85421	0.69131	1.01711	0	1	0	1	0	0	0.91	0.82053	0.97919	0.05	0	0.12785	1	0	0	0	0	0	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	22	16282534	19707909	209	3425375	0.01273	0.00124	1.00048	2	2	0	0	2	1.99890815248355	0	1.00048	1.00048	1.00048	1	1	1	1	0	0	0	0	0.19155	0	0	0.19155	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	22	19708341	19750814	4	42473	0.12154	2e-05	1.32378	4	3.91803	0	0	3.91803	3.89695504421854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P12-TP-NB-SM-63B58-SM-63B4I	22	19752558	39358160	1398	19605602	0.00491	0.00707	0.99884	2	2	0	0	2	1.98927995297088	0	0.99884	0.99884	0.99884	1	1	1	1	0	0	0.01	0	0.06733	0.01	0	0.06733	0	0	0	0	0	1	1
AC-P12-TP-NB-SM-63B58-SM-63B4I	22	39380157	39388442	7	8285	0.08715	0	1.25543	4	3.53876	0	0	3.53876	3.49568221696804	0	1.25543	1.25543	1.25543	2	2	1.6276	1.6276	0	0	0.75	0.0319	0.97689	0.75	0.0319	0.97689	0	0	0	0	0	1.6276	1.6276
AC-P12-TP-NB-SM-63B58-SM-63B4I	22	39413910	51237387	998	11823477	0.00583	0.00427	1.00146	2	2	0	0	2	2.0046615887777	0	1.00146	1.00146	1.00146	1	1	1	1	0	0	0	0	0.07253	0	0	0.07253	0	0	0	0	0	1	1
