sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	97363447	98351815	81	988368	0.02623	0.00037	0.98883	2	2	0	0	2	1.81373263506831	0	0.98883	0.98883	0.98883	1	1	1	1	0	0	0.09	0	0.45173	0.09	0	0.45173	0	0	0	0	0	1	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	98354289	98409936	13	55647	0.07333	2e-05	1.10805	2	2.32379	0	0	2.32379	2.36984508717552	0	1.10805	0	2.2161	0	3	0.18835	2.92608	0	0	1	0.0592	0.9871	0.77	0.02071	0.97589	1	0	0	0	0	0.18835	2.92608
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	98413903	98744786	19	330883	0.05277	0.00012	0.96343	2	1.97824	0	0	1.97824	1.69525204218521	0	0.96343	0.96343	0.96343	1	1	0.97685	0.97685	0	0	0.15	0.00516	0.78876	0.15	0.00516	0.78876	0	0	0	0	0	0.97685	0.97685
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	98779376	100289025	149	1509649	0.0248	0.00056	1.26911	3	3	0	0	3	3.12112399622086	0	1.26911	0.99503	1.54318	1	2	1	2	0	0	0.08	0	0.32729	0.2	0.01501	0.43646	0	0	0	0	0	1	2
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	100623286	106694301	196	6071015	0.02661	0.00224	1.56274	4	4.34167	0	0	4.34167	4.49078763749111	0	1.56274	1.05298	2.07251	1	3	1	3.00028	0	1	0.06	0	0.25123	0.43	0.24161	0.61712	0	0	0	0	0	1	3.00028
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	106717543	109109137	53	2391594	0.05908	0.00088	1.80508	6	5.77068	0	0	5.77068	5.62120444376237	0	1.80508	1.05742	2.55274	1	5	1	4.65831	0	1	0.07	0	0.4085	0.55	0.23044	0.86157	0	0	0	0	0	1	4.65831
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	109113495	109289410	7	175915	0.098	6e-05	1.08654	2	2.31434	0	0	2.31434	2.26950975044656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	109294458	109964267	53	669809	0.05672	0.00025	1.73287	5	5.03463	0	0	5.03463	5.28437438029432	0	1.73287	0.84845	2.61729	1	4	0.63696	4.30184	0	0	0.42	0.01914	0.9623	0.7	0.03665	0.97596	0	0	0	0	0	0.63696	4.30184
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	110303720	112608419	128	2304699	0.01688	0.00085	0.79899	1	1	0	0	1	0.928206818023927	0	0.79899	0.51456	1.08343	0	1	3e-05	1.00278	0	0	1	0.5427	1	0.13	0.00264	0.66303	1	0	0	0	0	3e-05	1.00278
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	112614417	112620070	3	5653	0.17078	0	1.24012	3	3.11357	0	0	3.11357	2.98589752426492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	112622455	114251538	145	1629083	0.0158	6e-04	0.7959	1	1	0	0	1	0.913793234086574	0	0.7959	0.5756	1.0162	0	1	0	1	0	0	1	0.81105	1	0.03	0	0.23704	1	0	0	0	0	0	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	114253266	138414682	684	24161416	0.00902	0.00892	0.98817	2	2	0	0	2	1.81065400548946	0	0.98817	0.5784	1.39793	0	2	0	2	0	0	1	0.91918	1	0.86	0.76168	0.94913	1	0	0	0	0	0	2
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	138738880	149447862	164	10708982	0.02157	0.00396	1.15762	3	2.99981	0	0	2.99981	2.6010688269084	0	1.15762	0.55165	1.76358	0	3	0	2.99989	0	0	1	0.73312	1	0.71	0.41592	0.95421	1	0	0	0	0	0	2.99989
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	149528433	149542403	4	13970	0.24526	1e-05	2.05923	6	5.99681	0	0	5.99681	6.806710061134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	149818558	223066141	3775	73247583	0.00401	0.02705	1.03121	2	2	0	0	2	2.01141797075279	0	1.03121	0.60249	1.45994	0	2	0	2	0	0	0.99	0.91405	1	0.01	0	0.07583	1	0	0	0	0	0	2
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	223084965	225750840	103	2665875	0.02939	0.00098	1.2504	3	3	0	0	3	3.03384951225068	0	1.2504	1.2504	1.2504	2	2	1.55459	1.55459	0	0	0.52	0.13905	0.87758	0.52	0.13905	0.87758	0	0	0	0	0	1.55459	1.55459
AC-P02-TP-NT-SM-63B4K-SM-63B4L	2	226378237	242814645	925	16436408	0.00669	0.00607	0.85167	1	1	0	0	1	1.17393743349958	0	0.85167	0.62237	1.08096	0	1	0	1	0	0	0.95	0.87391	1	0.12	0.04911	0.18495	1	0	0	0	0	0	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	369943	4716828	106	4346885	0.02757	0.00161	1.18981	3	3	0	0	3	2.75122198773151	0	1.18981	0.96037	1.41926	1	2	0.99578	1.99794	0	0	0.16	0.00426	0.68126	0.91	0.36322	0.98911	0	0	0	0	0	0.99578	1.99794
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	4722305	15466528	644	10744223	0.01143	0.00397	1.216	3	3	0	0	3	2.87338760692869	0	1.216	1.08501	1.34699	1	2	1	2	0	0	0.13	0.00454	0.30483	0.74	0.56118	0.91061	0	0	0	0	0	1	2
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	15467905	15755090	40	287185	0.04284	0.00011	1.13561	3	2.57908	0	0	2.57908	2.49840119504395	0	1.13561	0.70609	1.56513	0	2	0.05025	2.02461	0	0	0.75	0.18451	0.9793	0.25	0.01099	0.80786	1	0	0	0	0	0.05025	2.02461
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	15762527	25502757	119	9740230	0.02642	0.0036	1.20835	3	3	0	0	3	2.83770349135563	0	1.20835	1.1844	1.2323	1	1	1.00001	1.09129	1	1	0.36	0.14243	0.57442	0.47	0.25334	0.68611	0	0	0	0	0	1.00001	1.09129
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	25611328	45077215	929	19465887	0.0078	0.00719	0.99553	2	2	0	0	2	1.84498538988393	0	0.99553	0.99553	0.99553	1	1	1	1	0	0	0.08	0.01718	0.12855	0.08	0.01718	0.12855	0	0	0	0	0	1	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	45132847	45136949	3	4102	0.19116	0	1.38863	4	3.71914	0	0	3.71914	3.67863582540937	0	1.38863	1.38863	1.38863	2	2	1.78708	1.78708	0	0	0.84	0.05661	0.9807	0.84	0.05661	0.9807	0	0	0	0	0	1.78708	1.78708
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	45153755	47703952	295	2550197	0.01407	0.00094	1.01267	2	2	0	0	2	1.92493646712867	0	1.01267	1.00739	1.01795	1	1	1	1	0	0	0.05	0	0.14894	0.03	0	0.12807	0	0	0	0	0	1	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	47718195	47734760	5	16565	0.18255	1e-05	1.71288	5	5.01666	0	0	5.01666	5.19112922077727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	47752235	56183082	1470	8430847	0.00635	0.00311	1.01992	2	2	0	0	2	1.95875474659333	0	1.01992	1.01992	1.01992	1	1	1	1	0	0	0.02	0	0.07112	0.02	0	0.07112	0	0	0	0	0	1	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	56330254	64672443	348	8342189	0.01042	0.00308	0.81371	1	1	0	0	1	0.996869586812873	0	0.81371	0.62617	1.00125	0	1	0	1	0	0	0.94	0.78592	1	0.06	0	0.20679	1	0	0	0	0	0	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	65344782	112256659	820	46911877	0.00943	0.01733	1.13201	2	2.01604	0	0	2.01604	2.48160867006839	0	1.13201	1.10313	1.16089	1	1	1	1	0	1	0.17	0.01309	0.37037	0.31	0.10463	0.50352	0	0	0	0	0	1	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	112267433	113563422	121	1295989	0.02103	0.00048	0.96905	2	2	0	0	2	1.72146703950817	0	0.96905	0.58397	1.35413	0	2	0	2	0	0	1	0.79605	1	0.76	0.55661	0.93988	1	0	0	0	0	0	2
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	113594382	113619935	4	25553	0.03661	1e-05	0.30381	0	0	1	0	0	-1.38160499236397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	113627885	115805286	55	2177401	0.03096	8e-04	0.96161	2	1.99985	0	0	1.99985	1.68676248789202	0	0.96161	0.67912	1.2441	0	1	7e-05	1.46208	0	1	0.82	0.44512	0.98406	0.5	0.15089	0.8431	1	0	0	0	0	7e-05	1.46208
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	118621587	125313562	543	6691975	0.01209	0.00247	1.18053	3	3	0	0	3	2.70793459001674	0	1.18053	1.01191	1.34915	1	2	1	2	0	1	0.04	0	0.15931	0.75	0.62362	0.86055	0	0	0	0	0	1	2
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	125648302	142522919	1025	16874617	0.00797	0.00623	1.06983	2	2	0	0	2	2.19156444701835	0	1.06983	1.06983	1.06983	1	1	1	1	0	0	0.1	0.02959	0.15282	0.1	0.02959	0.15282	0	0	0	0	0	1	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	142524963	146311816	67	3786853	0.0295	0.0014	1.0117	2	2	0	0	2	1.92041181456581	0	1.0117	0.69134	1.33206	0	2	0.00097	1.99269	0	0	0.79	0.37533	0.98144	0.71	0.30286	0.96872	1	0	0	0	0	0.00097	1.99269
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	148545645	153220231	207	4674586	0.02131	0.00173	1.28527	3	3	0	0	3	3.19650377500003	0	1.28527	0.6001	1.97043	0	3	0	3	0	0	1	0.79875	1	0.2	0.03244	0.36463	1	0	0	0	0	0	3
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	153943721	155632283	80	1688562	0.03163	0.00062	1.18597	3	2.99996	0	0	2.99996	2.73330996109091	0	1.18597	0.66378	1.70816	0	3	0.00181	2.72109	0	0	0.85	0.36199	0.98675	0.58	0.14048	0.94268	1	0	0	0	0	0.00181	2.72109
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	155643092	160249297	158	4606205	0.02559	0.0017	1.34887	3	3.42012	0	0	3.42012	3.49317171623488	0	1.34887	0.61162	2.08612	0	3	0	3.05638	0	1	0.97	0.67077	1	0.47	0.19382	0.72879	1	0	0	0	0	0	3.05638
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	160253463	179460061	438	19206598	0.01733	0.00709	1.52116	4	4	0	0	4	4.29683397402342	0	1.52116	0.56926	2.47306	0	4	0	4	0	1	1	0.89247	1	0.37	0.23543	0.49146	1	0	0	0	0	0	4
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	179470116	183495408	158	4025292	0.02379	0.00149	1.25375	3	3	0	0	3	3.04947588965849	0	1.25375	0.59594	1.91157	0	3	3e-05	3.00002	0	0	1	0.51082	1	0.06	0	0.52846	1	0	0	0	0	3e-05	3.00002
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	183508676	183547441	9	38765	0.13348	1e-05	1.68026	5	4.95207	0	0	4.95207	5.03897028613763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	183551562	184298297	244	746735	0.01929	0.00028	1.26342	3	3	0	0	3	3.09458247757894	0	1.26342	0.52344	2.00339	0	3	0	3	0	1	1	0.85287	1	0.27	0.0671	0.4767	1	0	0	0	0	0	3
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	184298856	193385013	372	9086157	0.01785	0.00336	1.44443	4	4	0	0	4	3.9389199625305	0	1.44443	0.91949	1.96938	1	3	1	3	1	1	0.25	0.11288	0.38695	0.19	0.05414	0.32599	0	0	0	0	0	1	3
AC-P02-TP-NT-SM-63B4K-SM-63B4L	3	193854453	197765487	286	3911034	0.01804	0.00144	1.27935	3	3	0	0	3	3.16888940059578	0	1.27935	0.95661	1.60209	1	2	1	2	0	1	0.17	0.02587	0.31375	0.34	0.18216	0.48218	0	0	0	0	0	1	2
AC-P02-TP-NT-SM-63B4K-SM-63B4L	4	59385	49052788	1521	48993403	0.00495	0.0181	0.80824	1	1	0	0	1	0.971354278030567	0	0.80824	0.59478	1.02171	0	1	0	1	0	0	1	0.93194	1	0.02	0	0.07889	1	0	0	0	0	0	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	4	52729855	57899418	284	5169563	0.01933	0.00191	1.36587	4	3.9992	0	0	3.9992	3.57246975084168	0	1.36587	1.0863	1.64544	1	2	1	2.00029	0	1	0.13	0.00512	0.30891	0.44	0.25587	0.61047	0	0	0	0	0	1	2.00029
AC-P02-TP-NT-SM-63B4K-SM-63B4L	4	62449404	65147234	15	2697830	0.06527	0.001	1.05919	2	2.03118	0	0	2.03118	2.14193320653504	0	1.05919	1.05919	1.05919	1	1	1	1	0	0	0.07	0	0.28556	0.07	0	0.28556	0	0	0	0	0	1	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	4	65170919	111553567	1705	46382648	0.0048	0.01713	0.8301	1	1	0	0	1	1.07332222135437	0	0.8301	0.60798	1.05221	0	1	0	1	0	0	0.98	0.90476	1	0.05	0	0.1177	1	0	0	0	0	0	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	4	113107971	113574312	48	466341	0.04421	0.00017	1.28428	3	3.00111	0	0	3.00111	3.19188583063176	0	1.28428	1.05252	1.51605	1	2	1.00003	2.00014	0	0	0.06	0	0.50449	0.14	0.00212	0.56843	0	0	0	0	0	1.00003	2.00014
AC-P02-TP-NT-SM-63B4K-SM-63B4L	4	114120215	118005994	67	3885779	0.03258	0.00144	1.11758	2	2.04589	0	0	2.04589	2.41429863245803	0	1.11758	0.56436	1.6708	0	2	0.06513	2.34217	0	0	1	0.13498	0.98775	0.5	0.02686	0.96271	1	0	0	0	0	0.06513	2.34217
AC-P02-TP-NT-SM-63B4K-SM-63B4L	4	119026216	130030487	416	11004271	0.00985	0.00406	0.84089	1	1	0	0	1	1.12365315037833	0	0.84089	0.63569	1.04609	0	1	0	1	0	0	0.92	0.80349	0.9897	0.04	0	0.14754	1	0	0	0	0	0	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	4	130032893	149041373	309	19008480	0.01242	0.00702	0.91435	1	1.00453	0	0	1.00453	1.46631395168512	0	0.91435	0.62873	1.19997	0	1	0	1.00015	0	1	0.93	0.7024	1	0.4	0.18211	0.60672	1	0	0	0	0	0	1.00015
AC-P02-TP-NT-SM-63B4K-SM-63B4L	4	149075876	151656463	37	2580587	0.04446	0.00095	1.13342	3	2.52392	0	0	2.52392	2.48818574235049	0	1.13342	1.13342	1.13342	1	1	1.00051	1.00051	0	0	0.24	0.01378	0.61193	0.24	0.01378	0.61193	0	0	0	0	0	1.00051	1.00051
AC-P02-TP-NT-SM-63B4K-SM-63B4L	4	151719263	191012705	965	39293442	0.00684	0.01451	0.88942	1	1	0	0	1	1.35002571622938	0	0.88942	0.66972	1.10912	0	1	0	1	0	1	0.84	0.75451	0.90971	0.19	0.10453	0.25974	1	0	0	0	0	0	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	5	143556	1221917	125	1078361	0.01866	4e-04	0.87363	1	1	0	0	1	1.27637183585048	0	0.87363	0.61962	1.12764	0	1	0	1	0	0	0.95	0.75234	1	0.23	0.05073	0.40912	1	0	0	0	0	0	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	5	1225672	13769156	266	12543484	0.01224	0.00463	0.83581	1	1	0	0	1	1.09995703180171	0	0.83581	0.48786	1.18375	0	1	0	1	1	1	NA	NA	NA	0.36	0.21274	0.49995	1	0	0	0	0	0	1
AC-P02-TP-NT-SM-63B4K-SM-63B4L	5	13769666	14508259	99	738593	0.01981	0.00027	0.8251	1	1	0	0	1	1.04999926999943	0	0.8251	0.63062	1.01959	0	1	0	1	0	0	0.93	0.60973	1	0.02	0	0.3422	1	0	0	0	0	0	1
