Chromosome	Start.bp	End.bp	n_probes	length	n_hets	f	tau	sigma.tau	mu.minor	sigma.minor	mu.major	sigma.major	SegLabelCNLOH
4	69533831	191012705	3484	121478874	365	0.499999999199976	1.97193158141232	0.00342689095442367	0.985965789128565	0.00303854108292675	0.985965792283752	0.00303854108292675	2
5	143556	150858965	5064	150715409	634	0.499999998280379	1.95655989747678	0.00282039985170408	0.97827994537385	0.00174904029979791	0.978279952102934	0.00174904029979791	2
5	150885391	151045995	25	160604	5	0.5	2.17603951716864	0.0446213651158464	1.08801975858432	0.0970649617039208	1.08801975858432	0.0970649617039208	2
5	151049284	176793963	854	25744679	78	0.499914144436502	1.94750519662806	0.00683634756059111	0.973585394157959	0.00707113686126305	0.973919802470105	0.00707113686126305	2
5	176795819	177156520	88	360701	7	0.5	2.01309816738536	0.0220103640051615	1.00654908369268	0.0679083118742879	1.00654908369268	0.0679083118742879	2
5	177161392	177465878	11	304486	1	0.242157977851621	2.00916553800615	0.0621336837071205	0.486535463852734	0.282375807366018	1.52263007415341	0.282375807366018	1
5	177468728	180794756	256	3326028	44	0.499989000897022	1.98031042218596	0.0126955558930259	0.990133429454716	0.00777442206651448	0.990176992731239	0.00777442206651448	2
6	345890	38790711	2498	38444821	364	0.499999999072802	1.98777974273541	0.00407945776143587	0.993889869524638	0.00317135505777078	0.99388987321077	0.00317135505777078	2
6	38794049	39881548	112	1087499	11	0.499999990469817	1.83966000298964	0.0178373534174732	0.919829983962526	0.0405851256612355	0.919830019027119	0.0405851256612355	2
6	39895192	161032673	4378	121137481	511	0.499999999093816	1.95196434256151	0.00302624078201765	0.975982169511918	0.00204590631164339	0.975982173049596	0.00204590631164339	2
6	161038228	161067336	12	29108	0	NA	2.95321998866138	0.0873049131336652	NA	NA	NA	NA	2
6	161085221	170892713	261	9807492	64	0.499999996018088	1.9307342371446	0.0122601439934566	0.965367110884286	0.00967694261421342	0.965367126260314	0.00967694261421342	2
7	540563	4800806	228	4260243	43	0.498498868719504	1.96560743982862	0.0133531518427189	0.979853085101205	0.0195490695897594	0.98575435472741	0.0195490695897594	2
7	4821291	6370395	147	1549104	27	0.283477950243374	1.45673116218235	0.0123460191323166	0.412951163911099	0.0262831006654649	1.04377999827125	0.0262831006654649	2
7	6431613	74169854	1829	67738241	234	0.500000000000013	1.96537667921294	0.00471404389759373	0.982688339606495	0.00342409912382998	0.982688339606446	0.00342409912382998	2
7	74172312	74193685	5	21373	0	NA	2.52123624720865	0.115533524038169	NA	NA	NA	NA	2
7	74197921	99913436	1162	25715515	93	0.499999998672893	1.95199704140569	0.00587415677198709	0.975998518112335	0.0050636181005396	0.975998523293354	0.0050636181005396	2
7	99917309	100470305	174	552996	1	0.5	2.05409118567715	0.0159700664744405	1.02704559283858	0.247553574887159	1.02704559283858	0.247553574887159	2
7	100473272	158935187	2673	58461915	354	0.499999999255506	1.9709925124407	0.00391051570025413	0.985496254752959	0.00276904253865508	0.985496257687742	0.00276904253865508	2
8	190901	75171678	2336	74980777	258	0.499999999458212	2.02455087068638	0.00429619497965459	1.01227543424631	0.00430672021350756	1.01227543644007	0.00430672021350756	2
8	75233332	90782078	241	15548746	33	0.378058495490746	2.50822785606809	0.0165556663145311	0.948256849613082	0.0293212912621742	1.55997100645501	0.0293212912621742	2
8	90798867	133953691	1333	43154824	152	0.305644115548451	3.09604797058586	0.00868280131809806	0.946288843665291	0.0165556640564918	2.14975912692057	0.0165556640564918	1
8	133973285	146279473	638	12306188	133	0.322213749957245	3.1466007268421	0.0127548849689391	1.01387801981399	0.0203008125938848	2.13272270702811	0.0203008125938848	2
9	286572	135866347	4929	135579775	480	0.499999999999959	1.96154645205468	0.00286601244046346	0.980773226027258	0.00218320057169486	0.980773226027418	0.00218320057169486	2
9	135919213	135932223	7	13010	0	NA	2.59407470034497	0.100453652648685	NA	NA	NA	NA	2
9	135939865	141016185	714	5076320	120	0.499999997981641	1.95492949353161	0.00750495653539005	0.977464742820055	0.0109647860754694	0.977464750711554	0.0109647860754694	2
10	94609	50966536	1676	50871927	206	0.499999996028371	1.94561105828611	0.00487523527816504	0.972805521415809	0.00604516132064151	0.972805536870298	0.00604516132064151	2
10	51227127	51246297	5	19170	0	NA	1.38697254377468	0.0637580409426135	NA	NA	NA	NA	2
10	51486089	135490828	4101	84004739	407	0.499999999161657	1.98675263146274	0.00318222153826353	0.993376314065791	0.00223961721791306	0.99337631739695	0.00223961721791306	2
11	194433	1857164	327	1662731	52	0.499999727272132	1.94540195071248	0.0110360145720708	0.972700444790912	0.0152926776640102	0.972701505921566	0.0152926776640102	2
11	1858038	1904719	10	46681	2	0.5	2.30080168728224	0.0745795398202243	1.15040084364112	0.200238514129649	1.15040084364112	0.200238514129649	2
11	1905531	20066864	1236	18161333	252	0.49999999937144	1.9746405304886	0.0057613383601254	0.987320264003119	0.00372931347607666	0.98732026648548	0.00372931347607666	2
11	20071414	20119206	15	47792	4	0.5	2.28048097669326	0.060358403618419	1.14024048834663	0.0920864678716294	1.14024048834663	0.0920864678716294	2
11	20124877	71952239	3296	51827362	396	0.499999998069819	1.98190874520521	0.00354100679069993	0.99095436877716	0.0023352973816392	0.990954376428046	0.0023352973816392	2
11	72005117	73120618	95	1115501	11	0.31994360727117	1.40959039192367	0.0148639538717845	0.45098943476684	0.0365155070173187	0.958600957156827	0.0365155070173187	2
11	73130981	73933385	68	802404	6	0.260799021189488	1.51727882875756	0.0189017210356181	0.395704833411503	0.0437603664679099	1.12157399534605	0.0437603664679099	2
11	73962726	118828342	1726	44865616	171	0.30529826825732	1.41171335429705	0.00349240691921069	0.430993642342621	0.00922689177966562	0.980719711954425	0.00922689177966562	2
11	118849528	129830824	742	10981296	93	0.289385832144083	1.39796383968029	0.00527499602186873	0.404550929053218	0.0116211730714996	0.99341291062707	0.0116211730714996	1
11	129980494	132016291	61	2035797	5	0.349116457414974	1.27741236331446	0.0168220720747145	0.445965678938434	0.0530460158327389	0.831446684376027	0.0530460158327389	2
11	132177649	134257497	97	2079848	7	0.250504884238768	1.41234476923646	0.0147384642786526	0.35379926292281	0.0623032025784519	1.05854550631365	0.0623032025784519	2
12	266776	2711072	177	2444296	19	0.499827622749582	2.01759832918749	0.0155541754129615	1.00845137654131	0.0144289035419344	1.00914695264618	0.0144289035419344	2
12	2719785	2757656	4	37871	0	NA	1.45703293601071	0.0748591643507472	NA	NA	NA	NA	2
12	2778149	52776268	2887	49998119	371	0.499999999999947	1.99428381465601	0.00380703634722697	0.997141907327897	0.0024540719352994	0.99714190732811	0.0024540719352994	2
12	52777477	52908874	46	131397	7	0.5	2.28629221179101	0.0345545323342987	1.14314610589551	0.0419812037216649	1.14314610589551	0.0419812037216649	2
12	52910953	52938421	7	27468	1	0.5	2.79455636833984	0.108187948383702	1.39727818416992	0.29001901206229	1.39727818416992	0.29001901206229	2
12	52941703	133779095	4968	80837392	458	0.49999999927682	1.98987294965245	0.00289576097780185	0.994936473387187	0.0023284005211118	0.994936476265261	0.0023284005211118	2
13	19751406	30857833	465	11106427	42	0.500000000000003	1.9607097133477	0.00932709989144999	0.980354856673857	0.00716295632352286	0.980354856673845	0.00716295632352286	2
13	31036608	31491594	17	454986	4	0.361984406317877	1.93322324161859	0.0481003294212601	0.699796667397226	0.101335862532741	1.23342657422136	0.101335862532741	0
13	31495840	32711058	56	1215218	8	0.5	1.99407846129852	0.0273320305990859	0.997039230649261	0.0177480166190064	0.997039230649261	0.0177480166190064	2
13	32729713	78493640	1151	45763927	112	0.297600504704697	1.39785201682958	0.00423498550811659	0.416001465710962	0.00983780653216215	0.98185055111862	0.00983780653216215	2
13	79177399	88329081	33	9151682	6	0.5	1.89908370451859	0.0339169667455992	0.949541852259295	0.0570366233052992	0.949541852259295	0.0570366233052992	2
13	92003039	99174067	201	7171028	15	0.323058024325048	3.14923463638212	0.0227431758913653	1.01738551976562	0.054560678415202	2.1318491166165	0.054560678415202	2
13	99339906	99340777	3	871	0	NA	4.00900294065936	0.23682683751549	NA	NA	NA	NA	2
13	99356615	109445925	250	10089310	16	0.312337769628859	3.04692199292915	0.0197324347768089	0.951668819504611	0.0458490004542689	2.09525317342454	0.0458490004542689	1
13	109459089	110850895	46	1391806	11	0.391603856758672	2.96640154806053	0.0447896996848944	1.1616542869154	0.0750628989537111	1.80474726114513	0.0750628989537111	2
13	110853826	115090536	312	4236710	49	0.322133473013449	3.06752224048114	0.0177824018298304	0.988151592872185	0.026799132911953	2.07937064760895	0.026799132911953	1
14	19558773	36986853	1292	17428080	192	0.49999999851693	1.97997570985711	0.00565024654458694	0.989987851992114	0.00542403365511305	0.989987857865	0.00542403365511305	2
14	37145529	37154039	3	8510	0	NA	2.54826907133256	0.150746175380829	NA	NA	NA	NA	2
14	37194828	60977885	752	23783057	101	0.499999999999991	1.9445303067167	0.00727417200300365	0.972265153358332	0.00508694999788132	0.972265153358367	0.00508694999788132	2
14	61115627	61201624	5	85997	0	NA	2.47349201621784	0.113354153740864	NA	NA	NA	NA	2
14	61278774	107114171	2483	45835397	314	0.499999999516405	1.95681372952203	0.00402833175857467	0.97840686381471	0.00288093744344278	0.97840686570732	0.00288093744344278	2
14	107131182	107283203	13	152021	11	0.237899603881296	2.19025872861875	0.0622812306223044	0.521061683935952	0.0517168366029535	1.6691970446828	0.0517168366029535	2
15	20170331	22483260	30	2312929	4	0.205868918686643	1.95194083979038	0.0365574191147914	0.401843950027944	0.0727493576120709	1.55009688976244	0.0727493576120709	1
15	22738244	102500730	4769	79762486	467	0.499999999999997	1.97764428832638	0.00293748617824026	0.988822144163183	0.00226659241641185	0.988822144163195	0.00226659241641185	2
16	105503	3533479	752	3427976	144	0.499999999447218	1.98017126337377	0.00740683064875689	0.99008563059228	0.00710149898231049	0.990085632781485	0.00710149898231049	2
16	3554775	3582813	9	28038	1	0.5	2.68175386623532	0.0915749113645653	1.34087693311766	0.16471092189264	1.34087693311766	0.16471092189264	2
16	3594287	16346334	662	12752047	109	0.499999999950755	1.96961902962991	0.00785241553503566	0.984809514717964	0.0089299283984329	0.98480951491195	0.0089299283984329	2
16	16349939	16367890	10	17951	0	NA	1.43995932068302	0.0467940050417992	NA	NA	NA	NA	2
16	16369236	90141820	4195	73772584	501	0.500000000000049	1.96721305380752	0.0031155740703232	0.983606526903855	0.00269823475971836	0.983606526903662	0.00269823475971836	2
17	96988	7826458	1447	7729470	192	0.500000000000012	1.99437477878639	0.00537769121438913	0.997187389393217	0.00408559838169958	0.997187389393169	0.00408559838169958	2
17	7827332	7827775	3	443	0	NA	2.73874957956229	0.161971141554659	NA	NA	NA	NA	2
17	7829022	8046059	82	217037	4	0.5	2.03807650873303	0.0230829539541772	1.01903825436651	0.116217572885881	1.01903825436651	0.116217572885881	2
17	8049365	8050267	4	902	2	0.5	1.59428315298054	0.0818636809876727	0.797141576490269	0.0737322044986574	0.797141576490269	0.0737322044986574	2
17	8050841	39768674	2876	31717833	251	0.499999999020008	2.00274733403439	0.00383041826575507	1.00137366505452	0.00338124358183999	1.00137366897987	0.00338124358183999	2
17	39776798	39780545	7	3747	0	NA	2.74491261380627	0.106272763405447	NA	NA	NA	NA	2
17	39846390	62020320	2259	22173930	165	0.499991186285941	2.00833505794153	0.00433397747671617	1.00414982807983	0.00378801016490846	1.0041852298617	0.00378801016490846	2
17	62022858	62492805	46	469947	1	0.399195491649901	1.8774131808502	0.0284011903866884	0.749454877759499	0.236503202263374	1.1279583030907	0.236503202263374	2
17	62496778	80059649	1588	17562871	260	0.500000000000009	2.00000128886865	0.00514780879549868	1.00000064443434	0.00350323412406438	1.0000006444343	0.00350323412406438	2
17	80085675	81052160	102	966485	19	0.46409992361652	1.9309249569064	0.0196136499494783	0.896142125009491	0.0729927831920988	1.0347828318969	0.0729927831920988	1
18	166802	5419792	173	5252990	24	0.393224155293919	2.55283243401511	0.0198864805893265	1.00383537747251	0.0510892598868132	1.5489970565426	0.0510892598868132	2
18	5424309	7023268	68	1598959	13	0.300340237802664	3.03953284226323	0.0377437557048354	0.912894016654345	0.0518208009207939	2.12663882560888	0.0518208009207939	1
18	7034583	8387151	38	1352568	5	0.5	3.00258840309861	0.0498785593966519	1.50129420154931	0.0857378886947177	1.50129420154931	0.0857378886947177	2
18	8394541	14183707	228	5789166	25	0.308691102305713	3.1238250735734	0.0211823606571857	0.964297005371597	0.039510605035998	2.1595280682018	0.039510605035998	1
18	18562758	19239217	30	676459	0	NA	1.86923953173602	0.0350162621316615	NA	NA	NA	NA	2
18	19282367	19996655	26	714288	1	0.364011651015077	2.97016217464049	0.059651147992599	1.08117363697342	0.393648934141544	1.88898853766707	0.393648934141544	2
18	20529628	21061189	35	531561	0	NA	1.92598211093599	0.0333977310906096	NA	NA	NA	NA	2
18	21086975	21723150	121	636175	12	0.331132121645887	3.11697424204324	0.0290133974778199	1.03213029388336	0.0765770372316262	2.08484394815988	0.0765770372316262	2
18	21739734	22932039	41	1192305	5	0.5	1.92383578881424	0.0308231670659863	0.961917894407122	0.0329535530129465	0.961917894407122	0.0329535530129465	2
18	23615029	53254311	797	29639282	60	0.319869791502124	3.13353163695381	0.0113646428579618	1.00232211137772	0.0239601595631659	2.13120952557608	0.0239601595631659	2
18	54281740	55315831	54	1034091	1	0.305968511131126	1.35196929926495	0.0189147634359833	0.41366003359109	0.159516998837318	0.938309265673865	0.159516998837318	2
18	55319334	59483390	106	4164056	30	0.324276166763539	3.1489813707712	0.0313156468322877	1.02113960812348	0.0416646129736051	2.12784176264772	0.0416646129736051	2
18	60230309	67992708	187	7762399	32	0.374587277861679	2.60593648952537	0.0195239578178147	0.976150655891729	0.0319695407671814	1.62978583363364	0.0319695407671814	2
18	70205947	77960703	158	7754756	28	0.301370356095878	1.37200016281751	0.0112204677987526	0.413480177631915	0.0197760228204884	0.958519985185593	0.0197760228204884	2
19	111137	1979567	256	1868430	85	0.493396094960381	1.91288370696725	0.0122654185506689	0.94380935113098	0.0283005907666275	0.969074355836273	0.0283005907666275	2
19	1980174	41349791	4330	39369617	706	0.4999999963474	1.99837873709929	0.00311496342713159	0.999189361250367	0.00216019866432155	0.999189375848922	0.00216019866432155	2
19	41351292	41381688	8	30396	0	NA	1.39357753934197	0.0506435112527465	NA	NA	NA	NA	2
19	41383188	43699285	340	2316097	22	0.499877634261706	2.02501351720638	0.0112636643149935	1.0122589663291	0.00963724294784877	1.01275455087728	0.00963724294784877	2
19	43708220	43763147	5	54927	0	NA	1.4648881614286	0.067314637819078	NA	NA	NA	NA	2
19	43772118	55358690	1739	11586572	342	0.500000000000017	1.9919965961032	0.00489964584158525	0.995998298051636	0.00340703308200201	0.995998298051569	0.00340703308200201	2
19	55359377	55367220	5	7843	0	NA	1.07318534286899	0.0494346663455878	NA	NA	NA	NA	2
19	55377311	59082558	449	3705247	121	0.499999999999998	1.96836372217761	0.00952869858214867	0.984181861088799	0.00726355235347169	0.984181861088807	0.00726355235347169	2
20	76851	60879574	3148	60802723	342	0.499999999999989	1.95802127282347	0.00357983337691207	0.979010636411712	0.00285171539960805	0.979010636411755	0.00285171539960805	2
20	60882467	62904763	338	2022296	47	0.491946985620284	1.92774106986655	0.0107568987550206	0.948346408377269	0.0324541176130027	0.979394661489278	0.0324541176130027	2
21	10862908	10944727	13	81819	2	0.5	1.63041477162445	0.0464326473622087	0.815207385812223	0.145478801170009	0.815207385812223	0.145478801170009	2
21	10952937	46275147	1176	35322210	178	0.499999990707432	1.98466549624247	0.00593632129301221	0.992332729678593	0.00552064416245731	0.992332766563873	0.00552064416245731	2
21	46281131	46380048	15	98917	2	0.5	1.39525058851933	0.0370288831773237	0.697625294259667	0.0744312920723718	0.697625294259667	0.0744312920723718	2
21	46596111	47822320	126	1226209	28	0.500000000000002	1.9524822039057	0.0178431166445583	0.976241101952853	0.0152902915214381	0.976241101952846	0.0152902915214381	2
21	47832828	47865218	15	32390	4	0.5	2.62104655159024	0.0693337298693425	1.31052327579512	0.0856404910415074	1.31052327579512	0.0856404910415074	2
21	47929229	48084222	32	154993	5	0.5	1.99575764648137	0.0361871762285763	0.997878823240685	0.0646256201888013	0.997878823240685	0.0646256201888013	2
22	16282534	23029600	374	6747066	77	0.49999999927209	2.06292288886447	0.0109395635711191	1.03146144293061	0.00960423524508697	1.03146144593386	0.00960423524508697	2
22	23047161	23090263	5	43102	0	NA	1.11788437544934	0.0514750331480742	NA	NA	NA	NA	2
22	23114930	51237387	2237	28122457	319	0.500000000000027	2.04340248600765	0.00443091417595298	1.02170124300388	0.00318611021327775	1.02170124300377	0.00318611021327775	2
