Chromosome	Start.bp	End.bp	n_probes	length	n_hets	f	tau	sigma.tau	mu.minor	sigma.minor	mu.major	sigma.major	SegLabelCNLOH
11	18305394	28113007	329	9807613	37	0.500000000000003	2.01165335132038	0.0162631355159895	1.0058266756602	0.0112624688803522	1.00582667566019	0.0112624688803522	2
11	28119331	32124926	63	4005595	2	0.358338903186528	1.9292172323517	0.0356469886473703	0.691313587049457	0.264417210230166	1.23790364530224	0.264417210230166	1
11	32413563	36522917	247	4109354	24	0.491426896526041	2.10910220759593	0.0196757005919943	1.03646955233509	0.03892392371524	1.07263265526084	0.03892392371524	2
11	36614926	59540725	823	22925799	78	0.500000000000001	1.96246081677818	0.0100319893949621	0.981230408389092	0.00638429935643532	0.981230408389086	0.00638429935643532	2
11	59560608	59623436	18	62828	3	0.384167634853508	1.65424125947287	0.0572176024899746	0.63550595212878	0.107502633720991	1.01873530734409	0.107502633720991	2
11	59629077	102595535	2930	42966458	262	0.499999999999977	1.98197566691581	0.00536952214053807	0.99098783345786	0.00393992505244937	0.990987833457949	0.00393992505244937	2
11	102642794	102935054	39	292260	2	0.5	3.07807934680403	0.0721915254135774	1.53903967340201	0.0850739904777986	1.53903967340201	0.0850739904777986	2
11	102937241	108256674	222	5319433	16	0.499999999999999	2.02016491875979	0.0198816864125184	1.01008245937989	0.0157233550709446	1.0100824593799	0.0157233550709446	2
11	108276220	111369414	67	3093194	7	0.276351430019359	1.39739623397291	0.0250713622381641	0.386172447562081	0.0393336530499674	1.01122378641083	0.0393336530499674	1
11	111386256	117774445	402	6388189	39	0.32131966960746	1.45556395499933	0.0106593188048085	0.467701329112913	0.0224293129385055	0.987862625886419	0.0224293129385055	2
11	117784556	134257497	1077	16472941	109	0.499999995750639	2.00742885763831	0.00896983582818112	1.00371442028887	0.00861681894763698	1.00371443734945	0.00861681894763698	2
12	266776	10573055	1043	10306279	121	0.499984626871746	1.97333181771151	0.00896057003833211	0.986635572572631	0.00700619942777415	0.986696245138875	0.00700619942777415	2
12	10586465	10599205	5	12740	0	NA	2.87308143099097	0.188221994960633	NA	NA	NA	NA	2
12	10601911	16135305	285	5533394	55	0.499999999999996	1.98008226567853	0.0172001946718564	0.990041132839255	0.0119399552948651	0.99004113283927	0.0119399552948651	2
12	16507249	18719936	19	2212687	2	0.5	1.78478046077254	0.0600681411292442	0.892390230386271	0.113518009932315	0.892390230386271	0.113518009932315	2
12	18837138	25314088	265	6476950	22	0.499999999999999	2.01130682130929	0.0181177694093957	1.00565341065464	0.0133517104168962	1.00565341065465	0.0133517104168962	2
12	25348010	25357135	3	9125	0	NA	8.15017381927212	0.688248137525302	NA	NA	NA	NA	2
