Chromosome	Start.bp	End.bp	n_probes	length	n_hets	f	tau	sigma.tau	mu.minor	sigma.minor	mu.major	sigma.major	SegLabelCNLOH
4	70346489	191012705	3457	120666216	282	0.499999993950064	2.05485780311959	0.00365010249900608	1.02742888912804	0.00401416291812478	1.02742891399155	0.00401416291812478	2
5	143556	180377223	6300	180233667	615	0.499999996920934	2.01402481763677	0.00265038243507089	1.00701240261707	0.00191152522102905	1.0070124150197	0.00191152522102905	2
5	180424350	180794756	18	370406	1	0.398741341604412	2.04053105399791	0.0502335811056268	0.813644090056592	0.2541206404855	1.22688696394132	0.2541206404855	1
6	345890	33036503	1832	32690613	286	0.499999528181251	2.11642653833773	0.00516362347954991	1.05821227059914	0.00908095104170591	1.05821426773859	0.00908095104170591	2
6	33036936	33041297	3	4361	9	0.268286386284492	1.88868904566635	0.113933336021031	0.506709558876931	0.0672130067248492	1.38197948678942	0.0672130067248492	2
6	33048580	57246897	1923	24198317	164	0.499999968797529	2.12869216001554	0.00506904327458965	1.06434601358732	0.0129384530710135	1.06434614642823	0.0129384530710135	2
6	57398224	170892713	3528	113494489	407	0.458015048156619	2.00582100707178	0.00352736443924382	0.918696205147541	0.0108356852898475	1.08712480192424	0.0108356852898475	2
7	540563	142045668	5422	141505105	555	0.499999999633139	2.01076956016445	0.00285233078468852	1.00538477934455	0.00208024973287659	1.0053847808199	0.00208024973287659	2
7	142099913	142104528	3	4615	0	NA	1.0919763108483	0.0661159583412222	NA	NA	NA	NA	2
7	142119968	142334761	18	214793	5	0.5	2.01253745447918	0.0495476711340842	1.00626872723959	0.0353543537357842	1.00626872723959	0.0353543537357842	2
7	142364562	142499841	15	135279	7	0.5	1.87492381818673	0.0505830641213253	0.937461909093365	0.118764062168857	0.937461909093365	0.118764062168857	2
7	142561420	143175427	128	614007	11	0.499999996275006	2.02275018933513	0.0186742153133299	1.01137508713283	0.0132477107393717	1.0113751022023	0.0132477107393717	2
7	143400398	143560391	14	159993	0	NA	1.36349841721772	0.0381494657390741	NA	NA	NA	NA	2
7	143632802	158935187	631	15302385	96	0.499979184181313	2.01394818010822	0.00837428413687099	1.00693216807395	0.00740909079551008	1.00701601203427	0.00740909079551008	2
8	190901	146279473	4562	146088572	430	0.499999999605494	2.02342377431197	0.00312905804790097	1.01171188635773	0.00363711051394882	1.01171188795424	0.00363711051394882	2
9	286572	117072901	3499	116786329	318	0.499999999999983	2.01985910175954	0.00356662248261729	1.00992955087974	0.00293043735572065	1.00992955087981	0.00293043735572065	2
9	117086013	117092241	5	6228	0	NA	1.45946876778128	0.0682979284085925	NA	NA	NA	NA	2
9	117093106	141016185	2146	23923079	213	0.50000000000001	2.01854271642729	0.00455126859662968	1.00927135821366	0.00381104726322774	1.00927135821363	0.00381104726322774	2
10	94609	37451739	1421	37357130	151	0.499999997344121	2.00755791482438	0.00556277757970962	1.00377895208036	0.00498541130978305	1.00377896274402	0.00498541130978305	2
10	37458471	37462802	4	4331	0	NA	2.76911756860952	0.14443155691903	NA	NA	NA	NA	2
10	37486222	124273790	3936	86787568	375	0.499999999704766	2.0067343524165	0.00334105666985152	1.00336717561579	0.00255072812722096	1.00336717680071	0.00255072812722096	2
10	124351949	124354980	4	3031	0	NA	2.93204708295738	0.152900210953075	NA	NA	NA	NA	2
10	124357508	135490828	427	11133320	87	0.499999998773192	2.0274708901552	0.0102480444385634	1.01373544259028	0.00897518121563814	1.01373544756492	0.00897518121563814	2
11	194433	722474	153	528041	43	0.499954492165039	1.99073722303759	0.0168114964210418	0.9952780173778	0.01335587285238	0.995459205659794	0.01335587285238	2
11	724776	774060	11	49284	1	0.5	2.27935118828674	0.0717444853662681	1.13967559414337	0.229929501528539	1.13967559414337	0.229929501528539	2
11	791991	66282012	4161	65490021	655	0.49999999988723	2.01238255583924	0.00325857238311615	1.00619127769268	0.00195083673054001	1.00619127814656	0.00195083673054001	2
11	66283182	66288793	4	5611	1	0.5	2.5169131323201	0.131322623738107	1.25845656616005	0.220099164770595	1.25845656616005	0.220099164770595	2
11	66291273	134257497	3361	67966224	369	0.499999999246366	2.01461878717285	0.00362971073853398	1.00730939206814	0.00265176555261489	1.00730939510471	0.00265176555261489	2
12	266776	133374994	8083	133108218	596	0.499999999999946	2.00146429982002	0.00232535099510138	1.0007321499099	0.00162237631087966	1.00073214991012	0.00162237631087966	2
12	133381454	133779095	27	397641	6	0.414166117032664	2.03577435256254	0.0409203841087512	0.84314875875551	0.0969949318969182	1.19262559380703	0.0969949318969182	1
13	19751406	115090536	2547	95339130	237	0.49999999635245	1.99571793633782	0.00413064266624867	0.997858960889429	0.00380077082889905	0.99785897544839	0.00380077082889905	2
14	19558773	19571382	5	12609	0	NA	1.79371497447685	0.0838370372600523	NA	NA	NA	NA	2
14	19574268	20404293	8	830025	10	0.245365825705975	2.29833310735092	0.0848255196629329	0.563932400632538	0.0418888765251954	1.73440070671839	0.0418888765251954	2
14	20528672	107170081	4537	86641409	599	0.494512641654123	1.90894030466517	0.00296098079180724	0.943995112820001	0.0188672082989871	0.964945191845173	0.0188672082989871	2
14	107170344	107283203	10	112859	11	0.23106054589942	2.07217386567202	0.0684356280677203	0.478797624600689	0.0778135605153636	1.59337624107133	0.0778135605153636	2
15	20170331	72958619	3292	52788288	270	0.499999998287123	2.00076379708999	0.00364244993960773	1.00038189511793	0.00347333762139196	1.00038190197206	0.00347333762139196	2
15	73002080	74365120	97	1363040	7	0.5	2.01180112772277	0.0213361209005312	1.00590056386139	0.0391898200911422	1.00590056386139	0.0391898200911422	2
15	74367087	102500730	1418	28133643	194	0.499956279023279	2.0011982525212	0.00555110232606432	1.00051163191839	0.00462716159026451	1.00068662060281	0.00462716159026451	2
16	105503	29376192	2357	29270689	275	0.499999999999992	2.01915494583594	0.0043440879782081	1.00957747291795	0.00314923202303107	1.00957747291799	0.00314923202303107	2
16	29465385	29475839	13	10454	0	NA	2.65657978755687	0.0768715372700979	NA	NA	NA	NA	2
16	29690524	30199789	152	509265	9	0.5	1.99300687880357	0.0168858441336476	0.996503439401784	0.0230695333297711	0.996503439401784	0.0230695333297711	2
16	30204727	30215184	13	10457	0	NA	2.55230587633023	0.0738651244715597	NA	NA	NA	NA	2
16	30364554	78143703	2511	47779149	215	0.499982366821035	2.00781509480042	0.00418524363931948	1.00387214323731	0.0035991285830982	1.0039429515631	0.0035991285830982	2
16	78420800	90141820	592	11721020	121	0.494990731509387	1.88299474900422	0.00808622628736118	0.932064948237932	0.0217444305293909	0.950929800766285	0.0217444305293909	2
17	96988	81052160	8440	80955172	842	0.499999999104234	1.98259834025311	0.00225429236080103	0.99129916835061	0.00192566045696992	0.9912991719025	0.00192566045696992	2
18	166802	77960703	2079	77793901	215	0.499999997367751	2.02085198149587	0.00462928892436562	1.01042598542855	0.00415014214146286	1.01042599606732	0.00415014214146286	2
19	111137	41354593	4594	41243456	682	0.499999999999977	2.03373717718498	0.00313395909234316	1.01686858859245	0.00200792414428729	1.01686858859254	0.00200792414428729	2
19	41356241	41387574	9	31333	0	NA	1.03060502925633	0.036045452869409	NA	NA	NA	NA	2
19	41497295	59082558	2546	17585263	377	0.498622667147183	2.12898448505838	0.00440601335200633	1.06155992225478	0.00952328756912504	1.0674245628036	0.00952328756912504	2
20	76851	62904763	3491	62827912	467	0.499999999999975	2.0150700543529	0.00356228084336919	1.0075350271764	0.00241304704440612	1.0075350271765	0.00241304704440612	2
21	10862908	48084222	1382	37221314	217	0.499999997806131	2.01267204916813	0.00565502309682461	1.00633602016853	0.00400465580798725	1.0063360289996	0.00400465580798725	2
22	16282534	42486717	1957	26204183	240	0.488549544559867	1.89027590086725	0.00446456260240309	0.92349343046119	0.0295608039723474	0.966782470406065	0.0295608039723474	2
22	42523542	42524865	4	1323	0	NA	2.41339265829071	0.125941897701426	NA	NA	NA	NA	2
22	42608483	51237387	655	8628904	103	0.498685100222124	1.88349082632519	0.00768953207680908	0.939268811493427	0.0124693969339549	0.94422201483176	0.0124693969339549	2
